x			y			K1			K2
-3.731	1.433522	-0.002919	-0.002940
-3.738	1.430592	-0.002940	-0.002961
-3.744	1.427641	-0.002961	-0.002983
-3.750	1.424669	-0.002983	-0.003004
-3.756	1.421676	-0.003004	-0.003025
-3.763	1.418661	-0.003025	-0.003047
-3.769	1.415625	-0.003047	-0.003069
-3.775	1.412567	-0.003069	-0.003090
-3.781	1.409488	-0.003090	-0.003112
-3.788	1.406387	-0.003112	-0.003134
-3.794	1.403264	-0.003134	-0.003156
